giwin,lose,probability
Memphis Grizzlies,Brooklyn Nets,0.58358331594809854
Charlotte Hornets,Philadelphia 76ers,0.54028754767998788
Dallas Mavericks,Boston Celtics,0.54161083976201885
Golden State Warriors,Denver Nuggets,0.57228950909015164
Indiana Pacers,San Antonio Spurs,0.51515811871188477
Orlando Magic,Miami Heat,0.50195805537160076
Detroit Pistons,Milwaukee Bucks,0.56840764051616377
New Orleans Pelicans,Phoenix Suns,0.50264921839976806
Portland Trail Blazers,Atlanta Hawks,0.5468028403889883
Utah Jazz,Los Angeles Clippers,0.51787523597236396
Washington Wizards,Oklahoma City Thunder,0.53084912015478347
Toronto Raptors,Chicago Bulls,0.52719309745800169
Los Angeles Lakers,Sacramento Kings,0.52142142812762782
Minnesota Timberwolves,Cleveland Cavaliers,0.50295101985505231
Philadelphia 76ers,Boston Celtics,0.54727245820430337
Milwaukee Bucks,Brooklyn Nets,0.55159046118577859
Cleveland Cavaliers,Indiana Pacers,0.62571112507217319
Denver Nuggets,Minnesota Timberwolves,0.55144078735967361
Detroit Pistons,Dallas Mavericks,0.50922066628740648
Golden State Warriors,Sacramento Kings,0.53704589482087117
Houston Rockets,Miami Heat,0.60980642694710474
Los Angeles Clippers,Atlanta Hawks,0.51716818095780637
New Orleans Pelicans,Memphis Grizzlies,0.53069604618109367
New York Knicks,Oklahoma City Thunder,0.52685675752396754
San Antonio Spurs,Orlando Magic,0.52876609376545725
Phoenix Suns,Los Angeles Lakers,0.54325920181059029
Toronto Raptors,Charlotte Hornets,0.52647980066405142
Utah Jazz,Portland Trail Blazers,0.69038338607603167
Boston Celtics,Chicago Bulls,0.5667163097077732
Indiana Pacers,Washington Wizards,0.5219414271057663
Cleveland Cavaliers,New York Knicks,0.62152987322317832
Charlotte Hornets,Detroit Pistons,0.50899793715672859
Golden State Warriors,Los Angeles Clippers,0.50778617326684661
Houston Rockets,New Orleans Pelicans,0.52213036156268644
Orlando Magic,Portland Trail Blazers,0.62725080880812611
Denver Nuggets,Sacramento Kings,0.58239323476406946
Atlanta Hawks,Miami Heat,0.60168079501368665
Phoenix Suns,Chicago Bulls,0.55139690716426215
Denver Nuggets,Brooklyn Nets,0.50599404194061315
Indiana Pacers,Memphis Grizzlies,0.51205284411630214
Los Angeles Clippers,San Antonio Spurs,0.55012134013856473
Utah Jazz,Milwaukee Bucks,0.53092453632631487
Dallas Mavericks,Minnesota Timberwolves,0.53443632904581628
Oklahoma City Thunder,Los Angeles Lakers,0.50484957405994146
Philadelphia 76ers,Washington Wizards,0.52289282312324492
Toronto Raptors,Boston Celtics,0.52714029129316087
Cleveland Cavaliers,Chicago Bulls,0.64288181184532289
Dallas Mavericks,New Orleans Pelicans,0.55089125261917882
Golden State Warriors,Brooklyn Nets,0.53998556443137358
Houston Rockets,Minnesota Timberwolves,0.6104282073443299
Miami Heat,Indiana Pacers,0.50314297913315664
Philadelphia 76ers,New York Knicks,0.57168290213170814
Atlanta Hawks,Orlando Magic,0.56159869583259958
Charlotte Hornets,Sacramento Kings,0.58436236807680964
Memphis Grizzlies,Denver Nuggets,0.50571019640233761
Boston Celtics,Detroit Pistons,0.50833574108614443
Los Angeles Clippers,Charlotte Hornets,0.52885682833606618
Los Angeles Lakers,San Antonio Spurs,0.51578933527283111
Phoenix Suns,Milwaukee Bucks,0.54910490122249223
New Orleans Pelicans,Oklahoma City Thunder,0.54107437263140978
Toronto Raptors,Portland Trail Blazers,0.69577439363656735
Washington Wizards,Utah Jazz,0.5268250504625176
Atlanta Hawks,Boston Celtics,0.53992109188944593
Cleveland Cavaliers,Milwaukee Bucks,0.64620356915117261
Dallas Mavericks,Miami Heat,0.6139807129873196
Houston Rockets,Indiana Pacers,0.56504110222348691
Toronto Raptors,New York Knicks,0.51249676310301462
Golden State Warriors,Philadelphia 76ers,0.55387076469984176
Minnesota Timberwolves,Sacramento Kings,0.50954809686233316
Denver Nuggets,Chicago Bulls,0.56537703035091624
Detroit Pistons,Portland Trail Blazers,0.6649076246241763
Charlotte Hornets,Los Angeles Lakers,0.50560648889467008
Phoenix Suns,Memphis Grizzlies,0.52453831127705186
Utah Jazz,Oklahoma City Thunder,0.51668465220980364
Golden State Warriors,Washington Wizards,0.55620553593475819
Atlanta Hawks,Dallas Mavericks,0.54623238549502617
Boston Celtics,Cleveland Cavaliers,0.52734305393078695
Los Angeles Clippers,Houston Rockets,0.5369690633428309
Philadelphia 76ers,Miami Heat,0.54462099308608725
Denver Nuggets,Milwaukee Bucks,0.56309985619198955
Detroit Pistons,New Orleans Pelicans,0.53361754654548532
New York Knicks,Orlando Magic,0.5258683917844722
Brooklyn Nets,Sacramento Kings,0.55495545831234949
Indiana Pacers,San Antonio Spurs,0.52545306424131
Toronto Raptors,Washington Wizards,0.55448150418006981
Utah Jazz,Minnesota Timberwolves,0.59464110596370323
Golden State Warriors,Chicago Bulls,0.61450705348783474
Charlotte Hornets,Phoenix Suns,0.51266971339126677
Portland Trail Blazers,Oklahoma City Thunder,0.59598537093877313
Atlanta Hawks,Cleveland Cavaliers,0.58303069991927481
Dallas Mavericks,Memphis Grizzlies,0.55906161397946252
Boston Celtics,Los Angeles Lakers,0.50494416753858973
Los Angeles Clippers,Milwaukee Bucks,0.56733776776933253
San Antonio Spurs,New Orleans Pelicans,0.50889030329749529
Orlando Magic,Miami Heat,0.52475467441509527
Philadelphia 76ers,New York Knicks,0.51901329072092417
Phoenix Suns,Oklahoma City Thunder,0.5258415279429014
Utah Jazz,Brooklyn Nets,0.54999951949531722
Washington Wizards,Toronto Raptors,0.53286288777540558
Los Angeles Clippers,Chicago Bulls,0.56960973618375821
Charlotte Hornets,Denver Nuggets,0.52398574520443408
Houston Rockets,Memphis Grizzlies,0.55472414698449324
Miami Heat,Cleveland Cavaliers,0.53000830446349556
Toronto Raptors,Milwaukee Bucks,0.52488398393395064
Detroit Pistons,Philadelphia 76ers,0.50866015690110533
Portland Trail Blazers,Brooklyn Nets,0.58773529332610852
San Antonio Spurs,Minnesota Timberwolves,0.52137826938210263
Atlanta Hawks,Indiana Pacers,0.55666098890829097
Dallas Mavericks,Oklahoma City Thunder,0.57891663022325801
Los Angeles Lakers,New Orleans Pelicans,0.50441634419312331
Golden State Warriors,New York Knicks,0.60046791899569374
Boston Celtics,Phoenix Suns,0.5120077216825083
Utah Jazz,Sacramento Kings,0.5505045694257289
Washington Wizards,Orlando Magic,0.51600601354567111
Golden State Warriors,Atlanta Hawks,0.52063950555416127
Charlotte Hornets,Indiana Pacers,0.5873527484306228
Cleveland Cavaliers,Miami Heat,0.66790227516612299
Denver Nuggets,Sacramento Kings,0.50303706570099949
Detroit Pistons,Chicago Bulls,0.53819604600321858
Los Angeles Clippers,Boston Celtics,0.52951696631538703
Brooklyn Nets,Memphis Grizzlies,0.5107577215441006
New York Knicks,Orlando Magic,0.5258683917844722
Philadelphia 76ers,Milwaukee Bucks,0.54548289591898813
Houston Rockets,San Antonio Spurs,0.54595848952880166
Utah Jazz,New Orleans Pelicans,0.53015523077307791
Dallas Mavericks,Los Angeles Lakers,0.59588298816919072
Oklahoma City Thunder,Portland Trail Blazers,0.62632341683547343
Phoenix Suns,Washington Wizards,0.51551666309247346
Atlanta Hawks,Brooklyn Nets,0.55788203779979006
Denver Nuggets,Washington Wizards,0.50418980539244074
Golden State Warriors,Boston Celtics,0.51073338107218347
Houston Rockets,Utah Jazz,0.57067360874165329
Detroit Pistons,Indiana Pacers,0.50961315085847314
Charlotte Hornets,Miami Heat,0.52559580174648524
New York Knicks,Milwaukee Bucks,0.54106314536029765
Los Angeles Clippers,Minnesota Timberwolves,0.55477665270977994
New Orleans Pelicans,Toronto Raptors,0.51026498419846289
Chicago Bulls,Orlando Magic,0.5029296554809265
Sacramento Kings,San Antonio Spurs,0.52716824324565503
Detroit Pistons,Cleveland Cavaliers,0.54652868937435539
Los Angeles Clippers,Memphis Grizzlies,0.54293769454608243
San Antonio Spurs,Oklahoma City Thunder,0.5297538205890715
Phoenix Suns,Los Angeles Lakers,0.54325920181059029
Portland Trail Blazers,Philadelphia 76ers,0.53945026568995424
Atlanta Hawks,Toronto Raptors,0.56827403815293254
Houston Rockets,Chicago Bulls,0.55935009003414526
Charlotte Hornets,Orlando Magic,0.58239869982077219
Dallas Mavericks,Brooklyn Nets,0.57056914716371732
Boston Celtics,Denver Nuggets,0.52332483274639596
Indiana Pacers,Milwaukee Bucks,0.53663654231376223
Golden State Warriors,Minnesota Timberwolves,0.6001350842404376
Washington Wizards,Sacramento Kings,0.55673737122140587
Charlotte Hornets,New Orleans Pelicans,0.5690755274174244
Dallas Mavericks,Phoenix Suns,0.55699593605499231
Detroit Pistons,New York Knicks,0.51530400574632607
Los Angeles Clippers,Philadelphia 76ers,0.50976586718411754
Atlanta Hawks,Memphis Grizzlies,0.55228009726007588
Miami Heat,Toronto Raptors,0.51493633691447138
Milwaukee Bucks,Minnesota Timberwolves,0.51016267550256644
Utah Jazz,Oklahoma City Thunder,0.51668465220980364
Orlando Magic,Cleveland Cavaliers,0.50546318477869034
Portland Trail Blazers,Washington Wizards,0.58598532524892377
Denver Nuggets,Sacramento Kings,0.58239323476406946
Golden State Warriors,San Antonio Spurs,0.60159777897534517
Boston Celtics,Chicago Bulls,0.51896816154139491
New York Knicks,Brooklyn Nets,0.57772590846554417
Houston Rockets,Cleveland Cavaliers,0.59127834486671305
Indiana Pacers,Miami Heat,0.56830584285677288
Philadelphia 76ers,Los Angeles Lakers,0.52470840415444076
Phoenix Suns,Portland Trail Blazers,0.66162581210258997
Charlotte Hornets,Chicago Bulls,0.60517275808599158
Denver Nuggets,Los Angeles Lakers,0.53199211751286724
Memphis Grizzlies,Milwaukee Bucks,0.51013493985412373
Washington Wizards,Minnesota Timberwolves,0.52449784932343646
Orlando Magic,Sacramento Kings,0.56120820998562571
Atlanta Hawks,San Antonio Spurs,0.56557048073541027
Toronto Raptors,Dallas Mavericks,0.54460631170349771
Utah Jazz,Los Angeles Clippers,0.51787523597236396
Oklahoma City Thunder,Brooklyn Nets,0.56378253926101929
Cleveland Cavaliers,Detroit Pistons,0.59515386479560639
Philadelphia 76ers,Golden State Warriors,0.50904819964700021
New Orleans Pelicans,Portland Trail Blazers,0.64567170548740138
Indiana Pacers,New York Knicks,0.52427802088765962
Boston Celtics,Minnesota Timberwolves,0.54719445433486491
Memphis Grizzlies,Chicago Bulls,0.54932426789268685
Detroit Pistons,Utah Jazz,0.52547848227079952
Houston Rockets,Los Angeles Lakers,0.59164316068743672
Charlotte Hornets,Indiana Pacers,0.50623822193702694
Los Angeles Clippers,Milwaukee Bucks,0.57911283688983095
New Orleans Pelicans,Miami Heat,0.51558995758846526
Phoenix Suns,Sacramento Kings,0.51436489253779416
San Antonio Spurs,Portland Trail Blazers,0.62346750831025355
Washington Wizards,Dallas Mavericks,0.51057039946301996
Atlanta Hawks,Memphis Grizzlies,0.5463048642018663
Cleveland Cavaliers,Utah Jazz,0.63107095246549783
Los Angeles Clippers,Denver Nuggets,0.52626580130833278
Golden State Warriors,Orlando Magic,0.53368167895068774
Brooklyn Nets,New York Knicks,0.52304350938337618
Toronto Raptors,Oklahoma City Thunder,0.56467719451606213
Boston Celtics,Brooklyn Nets,0.60061449105710485
Detroit Pistons,Toronto Raptors,0.5315182224679964
Los Angeles Lakers,Milwaukee Bucks,0.54516404677650299
Miami Heat,Minnesota Timberwolves,0.54984332046707673
Houston Rockets,New Orleans Pelicans,0.52213036156268644
Philadelphia 76ers,Dallas Mavericks,0.51293250226101117
Phoenix Suns,Orlando Magic,0.5109859357032901
Washington Wizards,Chicago Bulls,0.5395381489438007
Atlanta Hawks,Portland Trail Blazers,0.69716084471676976
Utah Jazz,Chicago Bulls,0.53323039940715788
Charlotte Hornets,Washington Wizards,0.58680280720051092
Houston Rockets,Denver Nuggets,0.51585113499507895
Golden State Warriors,Milwaukee Bucks,0.56066648226582239
Los Angeles Clippers,Cleveland Cavaliers,0.5837547120059724
San Antonio Spurs,Memphis Grizzlies,0.51934690602051137
Sacramento Kings,Oklahoma City Thunder,0.5241302942102648
Dallas Mavericks,Brooklyn Nets,0.58365437603582326
Detroit Pistons,Phoenix Suns,0.50720043432432471
Los Angeles Lakers,Cleveland Cavaliers,0.54988932569919269
Miami Heat,Portland Trail Blazers,0.64993755400825926
New Orleans Pelicans,Minnesota Timberwolves,0.54521123412465156
Boston Celtics,Philadelphia 76ers,0.50462270617284766
Sacramento Kings,San Antonio Spurs,0.52716824324565503
Toronto Raptors,Indiana Pacers,0.55504184385902966
Washington Wizards,Boston Celtics,0.50009817467700235
Charlotte Hornets,Atlanta Hawks,0.54763796442239165
Houston Rockets,Denver Nuggets,0.5385990243775628
Indiana Pacers,Utah Jazz,0.52823087543994396
Los Angeles Clippers,New York Knicks,0.55299681272075529
Golden State Warriors,Oklahoma City Thunder,0.59867398530227534
Philadelphia 76ers,Orlando Magic,0.56888026285391868
Detroit Pistons,Brooklyn Nets,0.60448278670983124
Golden State Warriors,Dallas Mavericks,0.50774991388482582
Los Angeles Clippers,Los Angeles Lakers,0.50789190074836532
Phoenix Suns,Miami Heat,0.50941724098074359
San Antonio Spurs,Minnesota Timberwolves,0.53126938137191204
Memphis Grizzlies,New Orleans Pelicans,0.51199652315514721
Portland Trail Blazers,Milwaukee Bucks,0.60782858231021442
Toronto Raptors,Chicago Bulls,0.57324337072637921
Boston Celtics,Indiana Pacers,0.50046896800991658
Detroit Pistons,Chicago Bulls,0.57067824223057262
Denver Nuggets,Cleveland Cavaliers,0.5316161994183467
Philadelphia 76ers,Oklahoma City Thunder,0.56985230800146391
Charlotte Hornets,Orlando Magic,0.55003121643736819
Milwaukee Bucks,Sacramento Kings,0.53422903846885439
Utah Jazz,New York Knicks,0.54435944808474235
Atlanta Hawks,Washington Wizards,0.51935297173548145
Phoenix Suns,Brooklyn Nets,0.58561725159391997
Dallas Mavericks,Los Angeles Clippers,0.53868162776486095
Miami Heat,Toronto Raptors,0.51493633691447138
Portland Trail Blazers,New York Knicks,0.58220891177445622
Memphis Grizzlies,San Antonio Spurs,0.53588079301029157
Phoenix Suns,Boston Celtics,0.51209005006516728
Philadelphia 76ers,Chicago Bulls,0.58603619871619883
Charlotte Hornets,Cleveland Cavaliers,0.61316552264716817
Golden State Warriors,Sacramento Kings,0.53704589482087117
Houston Rockets,New Orleans Pelicans,0.54653860447381486
Denver Nuggets,Indiana Pacers,0.5042129869009031
Los Angeles Lakers,Minnesota Timberwolves,0.56956670811668741
Atlanta Hawks,Milwaukee Bucks,0.57657039089389195
Detroit Pistons,Orlando Magic,0.55337089937861217
Washington Wizards,Brooklyn Nets,0.52233497954499564
Cleveland Cavaliers,Washington Wizards,0.62517968179822958
Dallas Mavericks,Toronto Raptors,0.58088696974559462
Los Angeles Clippers,Utah Jazz,0.56305097855082831
Portland Trail Blazers,Minnesota Timberwolves,0.6311439445669268
New York Knicks,San Antonio Spurs,0.52989291251498061
Atlanta Hawks,Brooklyn Nets,0.55788203779979006
Boston Celtics,Miami Heat,0.54654672054248399
Charlotte Hornets,Phoenix Suns,0.57512366982268959
New Orleans Pelicans,Denver Nuggets,0.51397734425659403
Golden State Warriors,Memphis Grizzlies,0.5283359660126512
Houston Rockets,Oklahoma City Thunder,0.57462586782115221
Philadelphia 76ers,Indiana Pacers,0.5253386433108278
Los Angeles Clippers,Sacramento Kings,0.55569808627241701
Los Angeles Lakers,Portland Trail Blazers,0.66792401828029679
Chicago Bulls,Milwaukee Bucks,0.51818599425260192
Dallas Mavericks,Oklahoma City Thunder,0.57891663022325801
Detroit Pistons,New York Knicks,0.55619570613420888
Memphis Grizzlies,Sacramento Kings,0.56648705684663381
San Antonio Spurs,Cleveland Cavaliers,0.50142630290149592
Toronto Raptors,Orlando Magic,0.54999708433305394
Utah Jazz,New Orleans Pelicans,0.53015523077307791
Atlanta Hawks,Phoenix Suns,0.54422814492358018
Philadelphia 76ers,Brooklyn Nets,0.61943788401599986
Charlotte Hornets,Milwaukee Bucks,0.60863173994182052
Detroit Pistons,Miami Heat,0.56559497882206489
Golden State Warriors,Houston Rockets,0.51214253773003104
Indiana Pacers,Minnesota Timberwolves,0.56894700859850922
Los Angeles Lakers,Washington Wizards,0.52257199687059241
Portland Trail Blazers,Denver Nuggets,0.56038356300555592
Boston Celtics,Milwaukee Bucks,0.52258657884161808
Los Angeles Clippers,Washington Wizards,0.55683628711197153
Indiana Pacers,Memphis Grizzlies,0.51199436324309444
Dallas Mavericks,New Orleans Pelicans,0.51206958552745951
New York Knicks,Miami Heat,0.52190176784923326
Oklahoma City Thunder,Orlando Magic,0.51166009164866122
Atlanta Hawks,Philadelphia 76ers,0.51699268551149324
Utah Jazz,Sacramento Kings,0.5505045694257289
Golden State Warriors,San Antonio Spurs,0.60159777897534517
Toronto Raptors,Charlotte Hornets,0.52647980066405142
Cleveland Cavaliers,Chicago Bulls,0.51211395495557799
Detroit Pistons,Brooklyn Nets,0.52098725168695414
Minnesota Timberwolves,Los Angeles Lakers,0.50332845021671124
Los Angeles Clippers,Phoenix Suns,0.51495379751044856
Portland Trail Blazers,Houston Rockets,0.56640732533457805
Orlando Magic,Boston Celtics,0.50463198525012865
Charlotte Hornets,Denver Nuggets,0.56121374340442076
Cleveland Cavaliers,Philadelphia 76ers,0.57989168276179115
Golden State Warriors,Houston Rockets,0.51821229557327297
Dallas Mavericks,Memphis Grizzlies,0.52252200978398666
New York Knicks,Miami Heat,0.5013104962850875
Detroit Pistons,Milwaukee Bucks,0.56840764051616377
Sacramento Kings,New Orleans Pelicans,0.50325123239840797
San Antonio Spurs,Oklahoma City Thunder,0.5297538205890715
Toronto Raptors,Indiana Pacers,0.55504184385902966
Utah Jazz,Washington Wizards,0.5482125006152585
Orlando Magic,Brooklyn Nets,0.57835769840103279
Atlanta Hawks,Chicago Bulls,0.5788298685749067
Los Angeles Clippers,Los Angeles Lakers,0.58412151992557371
Sacramento Kings,Minnesota Timberwolves,0.5256477504102397
Portland Trail Blazers,Phoenix Suns,0.57429984417919056
Atlanta Hawks,Brooklyn Nets,0.61242846893223013
Cleveland Cavaliers,Indiana Pacers,0.62571112507217319
Golden State Warriors,Washington Wizards,0.53819216898105848
Los Angeles Lakers,Memphis Grizzlies,0.51268427917368331
Denver Nuggets,Miami Heat,0.52357524262460409
Dallas Mavericks,Milwaukee Bucks,0.54710282858900738
New Orleans Pelicans,Chicago Bulls,0.51697044464051078
Boston Celtics,New York Knicks,0.55220499498083142
Charlotte Hornets,Oklahoma City Thunder,0.55101221830488412
Houston Rockets,Phoenix Suns,0.50452458129408939
Utah Jazz,San Antonio Spurs,0.51972657858755189
Toronto Raptors,Philadelphia 76ers,0.50738223944985572
Cleveland Cavaliers,Orlando Magic,0.62092037253713972
Golden State Warriors,Minnesota Timberwolves,0.58487075590937776
Indiana Pacers,Toronto Raptors,0.53426663254565787
Denver Nuggets,New Orleans Pelicans,0.52823701556115066
Chicago Bulls,New York Knicks,0.50578856860324839
Milwaukee Bucks,Oklahoma City Thunder,0.50029611796362539
Philadelphia 76ers,Brooklyn Nets,0.52469316081320849
Dallas Mavericks,Sacramento Kings,0.56655886751709073
Memphis Grizzlies,San Antonio Spurs,0.53588079301029157
Utah Jazz,Portland Trail Blazers,0.69038338607603167
Charlotte Hornets,Washington Wizards,0.50764804924428519
Boston Celtics,Cleveland Cavaliers,0.52734305393078695
Charlotte Hornets,Miami Heat,0.63132007713317972
Detroit Pistons,Toronto Raptors,0.5315182224679964
Houston Rockets,Denver Nuggets,0.5385990243775628
Los Angeles Clippers,Dallas Mavericks,0.54697064466892309
Oklahoma City Thunder,Memphis Grizzlies,0.50222086652898401
Golden State Warriors,Phoenix Suns,0.56116007185460803
San Antonio Spurs,Los Angeles Lakers,0.5018037442085177
Atlanta Hawks,Boston Celtics,0.52877476836084092
Indiana Pacers,Milwaukee Bucks,0.54453730894113983
Washington Wizards,New York Knicks,0.52484379516338509
Brooklyn Nets,Orlando Magic,0.52018972302383482
Philadelphia 76ers,Chicago Bulls,0.54188588807781524
Portland Trail Blazers,Minnesota Timberwolves,0.6311439445669268
Cleveland Cavaliers,Atlanta Hawks,0.58709280503568717
Dallas Mavericks,San Antonio Spurs,0.56212355175396389
New Orleans Pelicans,Denver Nuggets,0.51397734425659403
Houston Rockets,Detroit Pistons,0.53322569233265948
Los Angeles Lakers,Sacramento Kings,0.52142142812762782
New York Knicks,Memphis Grizzlies,0.51644425176322617
Phoenix Suns,Oklahoma City Thunder,0.5258415279429014
Toronto Raptors,Miami Heat,0.60010795440829179
Utah Jazz,Minnesota Timberwolves,0.59464110596370323
Chicago Bulls,Brooklyn Nets,0.55517382082959799
Charlotte Hornets,Boston Celtics,0.5598706648889421
Golden State Warriors,New Orleans Pelicans,0.52008500427102844
Indiana Pacers,Orlando Magic,0.52142486251597797
Philadelphia 76ers,Milwaukee Bucks,0.54548289591898813
Portland Trail Blazers,Utah Jazz,0.59209069018576965
Los Angeles Clippers,San Antonio Spurs,0.5562825923788236
Washington Wizards,Miami Heat,0.56692152938975449
Atlanta Hawks,Cleveland Cavaliers,0.58303069991927481
Denver Nuggets,Oklahoma City Thunder,0.51452873882355399
Los Angeles Lakers,Minnesota Timberwolves,0.56956670811668741
Detroit Pistons,Memphis Grizzlies,0.54401940999454979
Toronto Raptors,New York Knicks,0.51249676310301462
Phoenix Suns,Dallas Mavericks,0.50554796661572965
Houston Rockets,Sacramento Kings,0.57642547685905865
Boston Celtics,Brooklyn Nets,0.50170624434385425
Orlando Magic,Chicago Bulls,0.54400465817799115
Detroit Pistons,Washington Wizards,0.51918574011344987
Golden State Warriors,Utah Jazz,0.54445442014099055
Los Angeles Clippers,Houston Rockets,0.5369690633428309
Miami Heat,Cleveland Cavaliers,0.53000830446349556
Charlotte Hornets,Milwaukee Bucks,0.5650920276856094
Philadelphia 76ers,Indiana Pacers,0.52345874739961495
Portland Trail Blazers,San Antonio Spurs,0.57937842188923872
Atlanta Hawks,Charlotte Hornets,0.52811451703963708
Dallas Mavericks,Denver Nuggets,0.54296415286091892
Los Angeles Lakers,New Orleans Pelicans,0.50441634419312331
Oklahoma City Thunder,Minnesota Timberwolves,0.51417075811628576
Phoenix Suns,Sacramento Kings,0.56854276011374849
Boston Celtics,Milwaukee Bucks,0.52258657884161808
Brooklyn Nets,Chicago Bulls,0.5377086971957552
Cleveland Cavaliers,Toronto Raptors,0.63669590805321008
Golden State Warriors,Los Angeles Lakers,0.56573006910868862
Houston Rockets,Minnesota Timberwolves,0.6104282073443299
Atlanta Hawks,Indiana Pacers,0.51794483415036052
Los Angeles Clippers,Sacramento Kings,0.55569808627241701
Dallas Mavericks,Memphis Grizzlies,0.52252200978398666
Miami Heat,Washington Wizards,0.50257585491670864
Philadelphia 76ers,New York Knicks,0.57168290213170814
Denver Nuggets,Oklahoma City Thunder,0.54900702447264504
Detroit Pistons,Orlando Magic,0.55337089937861217
Portland Trail Blazers,New Orleans Pelicans,0.56824877829992149
Utah Jazz,San Antonio Spurs,0.54147448351606053
